sample_idx,dataset,model,split,image_id,case_id,resampling_level,base_dice,failure70,failure80,severe50,sprc_cb_score,sam_confidence_risk
20,ISIC2018,MedSAM,calib,ISIC_0010372,ISIC_0010372,image,0.9520684038116164,0,0,0,0.69,0.42041015625
21,ISIC2018,MedSAM,calib,ISIC_0010479,ISIC_0010479,image,0.9522118342841788,0,0,0,0.723125,0.43115234375
22,ISIC2018,MedSAM,calib,ISIC_0010606,ISIC_0010606,image,0.9689966591378004,0,0,0,0.4125,0.37451171875
23,ISIC2018,MedSAM,calib,ISIC_0010858,ISIC_0010858,image,0.8847816966408446,0,0,0,0.9183333333333332,0.4501953125
24,ISIC2018,MedSAM,calib,ISIC_0011163,ISIC_0011163,image,0.3756089653348882,1,1,1,0.8290625,0.43212890625
25,ISIC2018,MedSAM,calib,ISIC_0011170,ISIC_0011170,image,0.8293162745430864,0,0,0,0.4741666666666667,0.39599609375
26,ISIC2018,MedSAM,calib,ISIC_0011220,ISIC_0011220,image,0.9231567644953608,0,0,0,0.7075,0.43212890625
27,ISIC2018,MedSAM,calib,ISIC_0011224,ISIC_0011224,image,0.8968367064279685,0,0,0,0.6475,0.408203125
28,ISIC2018,MedSAM,calib,ISIC_0011338,ISIC_0011338,image,0.8497560580054938,0,0,0,0.3978333333333333,0.3701171875
29,ISIC2018,MedSAM,calib,ISIC_0012206,ISIC_0012206,image,0.8983219247073557,0,0,0,0.3166666666666667,0.36279296875
30,ISIC2018,MedSAM,calib,ISIC_0012330,ISIC_0012330,image,0.8108101094686443,0,0,0,0.8958333333333334,0.4384765625
31,ISIC2018,MedSAM,calib,ISIC_0012357,ISIC_0012357,image,0.9267451391235524,0,0,0,0.3716666666666666,0.38525390625
32,ISIC2018,MedSAM,calib,ISIC_0012374,ISIC_0012374,image,0.9057974300341832,0,0,0,0.50375,0.40625
33,ISIC2018,MedSAM,calib,ISIC_0012379,ISIC_0012379,image,0.7277296534617768,0,1,0,0.4635,0.3740234375
34,ISIC2018,MedSAM,calib,ISIC_0012390,ISIC_0012390,image,0.8965135510029884,0,0,0,0.7508333333333332,0.41455078125
35,ISIC2018,MedSAM,calib,ISIC_0012711,ISIC_0012711,image,0.7242036878424244,0,1,0,0.8560000000000001,0.46142578125
36,ISIC2018,MedSAM,calib,ISIC_0012826,ISIC_0012826,image,0.8965597163304475,0,0,0,0.3373333333333333,0.3447265625
37,ISIC2018,MedSAM,calib,ISIC_0013034,ISIC_0013034,image,0.902930523012722,0,0,0,0.4408333333333333,0.3486328125
38,ISIC2018,MedSAM,calib,ISIC_0013044,ISIC_0013044,image,0.9198007622658274,0,0,0,0.6275,0.43603515625
39,ISIC2018,MedSAM,calib,ISIC_0013056,ISIC_0013056,image,0.8355358824637439,0,0,0,0.7106250000000001,0.412109375
40,ISIC2018,MedSAM,calib,ISIC_0013082,ISIC_0013082,image,0.7668320820318322,0,1,0,0.80775,0.43505859375
41,ISIC2018,MedSAM,calib,ISIC_0013219,ISIC_0013219,image,0.867445893408301,0,0,0,0.57,0.4521484375
42,ISIC2018,MedSAM,calib,ISIC_0013230,ISIC_0013230,image,0.4221657984975218,1,1,1,0.7108333333333334,0.4267578125
43,ISIC2018,MedSAM,calib,ISIC_0013325,ISIC_0013325,image,0.8486356309851162,0,0,0,0.7066666666666667,0.45947265625
44,ISIC2018,MedSAM,calib,ISIC_0013333,ISIC_0013333,image,0.878583465989461,0,0,0,0.5358333333333334,0.40478515625
45,ISIC2018,MedSAM,calib,ISIC_0013603,ISIC_0013603,image,0.9209733664554034,0,0,0,0.690625,0.4462890625
46,ISIC2018,MedSAM,calib,ISIC_0013652,ISIC_0013652,image,0.719363282038783,0,1,0,0.6641666666666667,0.42236328125
47,ISIC2018,MedSAM,calib,ISIC_0013800,ISIC_0013800,image,0.9168843403417142,0,0,0,0.425125,0.39501953125
48,ISIC2018,MedSAM,calib,ISIC_0013897,ISIC_0013897,image,0.9295850074287276,0,0,0,0.665,0.42431640625
49,ISIC2018,MedSAM,calib,ISIC_0014162,ISIC_0014162,image,0.7230888093689061,0,1,0,0.6525000000000001,0.40576171875
50,ISIC2018,MedSAM,calib,ISIC_0014428,ISIC_0014428,image,0.3435528723360804,1,1,1,0.70825,0.40673828125
51,ISIC2018,MedSAM,calib,ISIC_0014478,ISIC_0014478,image,0.8445232017664164,0,0,0,0.3241666666666667,0.39306640625
52,ISIC2018,MedSAM,calib,ISIC_0014503,ISIC_0014503,image,0.8934692729787659,0,0,0,0.635,0.4091796875
53,ISIC2018,MedSAM,calib,ISIC_0014541,ISIC_0014541,image,0.8487627674520597,0,0,0,0.5133333333333333,0.392578125
54,ISIC2018,MedSAM,calib,ISIC_0014632,ISIC_0014632,image,0.7745592501673985,0,1,0,0.905625,0.44677734375
55,ISIC2018,MedSAM,calib,ISIC_0014723,ISIC_0014723,image,0.8980302581730135,0,0,0,0.3715,0.37548828125
56,ISIC2018,MedSAM,calib,ISIC_0014735,ISIC_0014735,image,0.8581197964254522,0,0,0,0.4624375,0.375
57,ISIC2018,MedSAM,calib,ISIC_0014778,ISIC_0014778,image,0.9349869787643408,0,0,0,0.4729166666666666,0.40185546875
58,ISIC2018,MedSAM,calib,ISIC_0014941,ISIC_0014941,image,0.92682904646734,0,0,0,0.459375,0.3818359375
59,ISIC2018,MedSAM,calib,ISIC_0015008,ISIC_0015008,image,0.9294872496041708,0,0,0,0.389625,0.36279296875
60,ISIC2018,MedSAM,calib,ISIC_0015256,ISIC_0015256,image,0.8215191644816482,0,0,0,0.704375,0.4013671875
61,ISIC2018,MedSAM,calib,ISIC_0015417,ISIC_0015417,image,0.6869222337679326,1,1,0,0.7688333333333333,0.44140625
62,ISIC2018,MedSAM,calib,ISIC_0015985,ISIC_0015985,image,0.8768407533170663,0,0,0,0.688375,0.42041015625
63,ISIC2018,MedSAM,calib,ISIC_0016017,ISIC_0016017,image,0.9521711267258484,0,0,0,0.4183333333333333,0.3984375
64,ISIC2018,MedSAM,calib,ISIC_0016026,ISIC_0016026,image,0.8893912203202698,0,0,0,0.4655,0.4033203125
65,ISIC2018,MedSAM,calib,ISIC_0016059,ISIC_0016059,image,0.824422240257585,0,0,0,0.6171875,0.4599609375
66,ISIC2018,MedSAM,calib,ISIC_0016071,ISIC_0016071,image,0.903280021763314,0,0,0,0.5808333333333333,0.43701171875
67,ISIC2018,MedSAM,calib,ISIC_0015104,ISIC_0015104,image,0.8581754325851366,0,0,0,0.4882499999999999,0.38134765625
68,ISIC2018,MedSAM,calib,ISIC_0015633,ISIC_0015633,image,0.8272324936829161,0,0,0,0.6641666666666666,0.4150390625
69,ISIC2018,MedSAM,calib,ISIC_0016363,ISIC_0016363,image,0.9717832062520828,0,0,0,0.4823333333333333,0.38720703125
70,ISIC2018,MedSAM,calib,ISIC_0017264,ISIC_0017264,image,0.8752094387042944,0,0,0,0.3254166666666667,0.39404296875
71,ISIC2018,MedSAM,calib,ISIC_0018090,ISIC_0018090,image,0.9151588969261992,0,0,0,0.6825,0.42041015625
72,ISIC2018,MedSAM,calib,ISIC_0019326,ISIC_0019326,image,0.941106594254703,0,0,0,0.3978125,0.37451171875
73,ISIC2018,MedSAM,calib,ISIC_0019432,ISIC_0019432,image,0.9071074360485564,0,0,0,0.6875,0.404296875
74,ISIC2018,MedSAM,calib,ISIC_0020327,ISIC_0020327,image,0.8946673712480494,0,0,0,0.7705,0.4150390625
75,ISIC2018,MedSAM,calib,ISIC_0020507,ISIC_0020507,image,0.9450241229240226,0,0,0,0.5222916666666666,0.39697265625
76,ISIC2018,MedSAM,calib,ISIC_0020548,ISIC_0020548,image,0.9354832037067716,0,0,0,0.474375,0.38232421875
77,ISIC2018,MedSAM,calib,ISIC_0020563,ISIC_0020563,image,0.9347623271998792,0,0,0,0.5115000000000001,0.375
78,ISIC2018,MedSAM,calib,ISIC_0020840,ISIC_0020840,image,0.892497172301132,0,0,0,0.535,0.396484375
79,ISIC2018,MedSAM,calib,ISIC_0021050,ISIC_0021050,image,0.9784803825550032,0,0,0,0.3746875,0.37841796875
80,ISIC2018,MedSAM,calib,ISIC_0021616,ISIC_0021616,image,0.981803908708558,0,0,0,0.8512500000000001,0.43798828125
81,ISIC2018,MedSAM,calib,ISIC_0021648,ISIC_0021648,image,0.8976564209523363,0,0,0,0.3666666666666666,0.396484375
82,ISIC2018,MedSAM,calib,ISIC_0021751,ISIC_0021751,image,0.964717886588243,0,0,0,0.553125,0.384765625
83,ISIC2018,MedSAM,calib,ISIC_0021893,ISIC_0021893,image,0.9169129355563886,0,0,0,0.6858333333333333,0.42578125
84,ISIC2018,MedSAM,calib,ISIC_0022444,ISIC_0022444,image,0.8707479229211759,0,0,0,0.7824374999999999,0.4169921875
85,ISIC2018,MedSAM,calib,ISIC_0022551,ISIC_0022551,image,0.9274891749984008,0,0,0,0.5134375,0.38818359375
86,ISIC2018,MedSAM,calib,ISIC_0022662,ISIC_0022662,image,0.918528274809335,0,0,0,0.4795,0.37548828125
87,ISIC2018,MedSAM,calib,ISIC_0022733,ISIC_0022733,image,0.9385336081251796,0,0,0,0.785,0.4208984375
88,ISIC2018,MedSAM,calib,ISIC_0022845,ISIC_0022845,image,0.9637636122020194,0,0,0,0.661875,0.41650390625
89,ISIC2018,MedSAM,calib,ISIC_0022928,ISIC_0022928,image,0.7876382624308136,0,1,0,0.4305,0.36328125
90,ISIC2018,MedSAM,calib,ISIC_0023804,ISIC_0023804,image,0.9029940137286918,0,0,0,0.585,0.42041015625
91,ISIC2018,MedSAM,calib,ISIC_0036088,ISIC_0036088,image,0.8936231546619223,0,0,0,0.62575,0.41552734375
92,ISIC2018,MedSAM,calib,ISIC_0036103,ISIC_0036103,image,0.9628693878196514,0,0,0,0.481,0.39599609375
93,ISIC2018,MedSAM,calib,ISIC_0036119,ISIC_0036119,image,0.8131579216371797,0,0,0,0.7627083333333333,0.4326171875
94,ISIC2018,MedSAM,calib,ISIC_0036137,ISIC_0036137,image,0.857891988849561,0,0,0,0.766125,0.41064453125
95,ISIC2018,MedSAM,calib,ISIC_0036145,ISIC_0036145,image,0.8298021923164933,0,0,0,0.5670000000000001,0.392578125
96,ISIC2018,MedSAM,calib,ISIC_0036298,ISIC_0036298,image,0.9254120576676146,0,0,0,0.7424999999999999,0.42236328125
97,ISIC2018,MedSAM,calib,ISIC_0012576,ISIC_0012576,image,0.8624044661250602,0,0,0,0.4349999999999999,0.38330078125
98,ISIC2018,MedSAM,calib,ISIC_0018680,ISIC_0018680,image,0.9184340662583156,0,0,0,0.4589999999999999,0.39794921875
99,ISIC2018,MedSAM,calib,ISIC_0023936,ISIC_0023936,image,0.7687977614504848,0,1,0,0.62125,0.43359375
100,ISIC2018,MedSAM,test,ISIC_0000008,ISIC_0000008,image,0.9650984979718428,0,0,0,0.3191666666666666,0.3681640625
101,ISIC2018,MedSAM,test,ISIC_0000036,ISIC_0000036,image,0.9142554920181672,0,0,0,0.2496666666666666,0.365234375
102,ISIC2018,MedSAM,test,ISIC_0000091,ISIC_0000091,image,0.9008979133071928,0,0,0,0.6933333333333334,0.4111328125
103,ISIC2018,MedSAM,test,ISIC_0000107,ISIC_0000107,image,0.8955514246734574,0,0,0,0.4335,0.375
104,ISIC2018,MedSAM,test,ISIC_0000122,ISIC_0000122,image,0.8875450721153852,0,0,0,0.271875,0.3720703125
105,ISIC2018,MedSAM,test,ISIC_0000211,ISIC_0000211,image,0.8145597384725832,0,0,0,0.745,0.44482421875
106,ISIC2018,MedSAM,test,ISIC_0000320,ISIC_0000320,image,0.917938027101301,0,0,0,0.2928333333333334,0.35595703125
107,ISIC2018,MedSAM,test,ISIC_0000365,ISIC_0000365,image,0.9156573292337036,0,0,0,0.5716666666666667,0.40576171875
108,ISIC2018,MedSAM,test,ISIC_0000367,ISIC_0000367,image,0.8451509834966606,0,0,0,0.879875,0.4384765625
109,ISIC2018,MedSAM,test,ISIC_0000458,ISIC_0000458,image,0.8943275320025905,0,0,0,0.4916666666666667,0.37939453125
110,ISIC2018,MedSAM,test,ISIC_0000999,ISIC_0000999,image,0.9453860454856986,0,0,0,0.4921875,0.40625
111,ISIC2018,MedSAM,test,ISIC_0001119,ISIC_0001119,image,0.9085752604000712,0,0,0,0.3346666666666666,0.39013671875
112,ISIC2018,MedSAM,test,ISIC_0003346,ISIC_0003346,image,0.9254039467634688,0,0,0,0.24,0.3427734375
113,ISIC2018,MedSAM,test,ISIC_0005666,ISIC_0005666,image,0.8524062616549707,0,0,0,0.2799999999999999,0.34765625
114,ISIC2018,MedSAM,test,ISIC_0008029,ISIC_0008029,image,0.8937695745094237,0,0,0,0.6975,0.42578125
115,ISIC2018,MedSAM,test,ISIC_0008524,ISIC_0008524,image,0.8172814920783414,0,0,0,0.4341666666666667,0.3701171875
116,ISIC2018,MedSAM,test,ISIC_0008998,ISIC_0008998,image,0.9729045976630322,0,0,0,0.768125,0.4384765625
117,ISIC2018,MedSAM,test,ISIC_0009868,ISIC_0009868,image,0.8727360211712395,0,0,0,0.4266666666666666,0.3828125
118,ISIC2018,MedSAM,test,ISIC_0009925,ISIC_0009925,image,0.93123193168297,0,0,0,0.4046875,0.36669921875
119,ISIC2018,MedSAM,test,ISIC_0009966,ISIC_0009966,image,0.9661395306642832,0,0,0,0.4961458333333333,0.40771484375
120,ISIC2018,MedSAM,test,ISIC_0009995,ISIC_0009995,image,0.9639585587202903,0,0,0,0.583,0.3876953125
121,ISIC2018,MedSAM,test,ISIC_0010021,ISIC_0010021,image,0.8438110996208226,0,0,0,0.5115,0.37890625
122,ISIC2018,MedSAM,test,ISIC_0010069,ISIC_0010069,image,0.3190089243172422,1,1,1,0.804875,0.42431640625
123,ISIC2018,MedSAM,test,ISIC_0010191,ISIC_0010191,image,0.884493627580672,0,0,0,0.6285,0.400390625
124,ISIC2018,MedSAM,test,ISIC_0010216,ISIC_0010216,image,0.8981223208356036,0,0,0,0.4508333333333333,0.392578125
125,ISIC2018,MedSAM,test,ISIC_0010237,ISIC_0010237,image,0.7960229403024737,0,1,0,0.4745,0.39697265625
126,ISIC2018,MedSAM,test,ISIC_0010326,ISIC_0010326,image,0.8944183373339214,0,0,0,0.533125,0.40234375
127,ISIC2018,MedSAM,test,ISIC_0010447,ISIC_0010447,image,0.9937230329085976,0,0,0,0.2995625,0.37109375
128,ISIC2018,MedSAM,test,ISIC_0011079,ISIC_0011079,image,0.9058802904025188,0,0,0,0.6225,0.3935546875
129,ISIC2018,MedSAM,test,ISIC_0011112,ISIC_0011112,image,0.9192773183304134,0,0,0,0.694,0.40625
130,ISIC2018,MedSAM,test,ISIC_0011119,ISIC_0011119,image,0.9300641109512008,0,0,0,0.71025,0.41064453125
131,ISIC2018,MedSAM,test,ISIC_0011334,ISIC_0011334,image,0.938142494892902,0,0,0,0.460625,0.3369140625
132,ISIC2018,MedSAM,test,ISIC_0011384,ISIC_0011384,image,0.9165250770876618,0,0,0,0.6908333333333333,0.412109375
133,ISIC2018,MedSAM,test,ISIC_0012208,ISIC_0012208,image,0.8152304882254554,0,0,0,0.677125,0.4130859375
134,ISIC2018,MedSAM,test,ISIC_0012311,ISIC_0012311,image,0.8987232550306163,0,0,0,0.8445,0.43310546875
135,ISIC2018,MedSAM,test,ISIC_0012657,ISIC_0012657,image,0.9246105693557478,0,0,0,0.670625,0.4541015625
136,ISIC2018,MedSAM,test,ISIC_0012676,ISIC_0012676,image,0.879095818662531,0,0,0,0.6045,0.4541015625
137,ISIC2018,MedSAM,test,ISIC_0012713,ISIC_0012713,image,0.7812580485389023,0,1,0,0.66125,0.4658203125
138,ISIC2018,MedSAM,test,ISIC_0012835,ISIC_0012835,image,0.9416765804608632,0,0,0,0.5475,0.44921875
139,ISIC2018,MedSAM,test,ISIC_0012836,ISIC_0012836,image,0.9161664733826046,0,0,0,0.59125,0.419921875
140,ISIC2018,MedSAM,test,ISIC_0012950,ISIC_0012950,image,0.9312924397750256,0,0,0,0.68125,0.41650390625
141,ISIC2018,MedSAM,test,ISIC_0013170,ISIC_0013170,image,0.8386542343047506,0,0,0,0.62625,0.404296875
142,ISIC2018,MedSAM,test,ISIC_0013216,ISIC_0013216,image,0.5454874717967055,1,1,0,0.926375,0.462890625
143,ISIC2018,MedSAM,test,ISIC_0013383,ISIC_0013383,image,0.824273000128025,0,0,0,0.630125,0.4111328125
144,ISIC2018,MedSAM,test,ISIC_0013495,ISIC_0013495,image,0.8982070080576314,0,0,0,0.5293749999999999,0.40771484375
145,ISIC2018,MedSAM,test,ISIC_0013634,ISIC_0013634,image,0.8444287313586937,0,0,0,0.3849999999999999,0.3740234375
146,ISIC2018,MedSAM,test,ISIC_0013635,ISIC_0013635,image,0.85938497491657,0,0,0,0.5608333333333333,0.38916015625
147,ISIC2018,MedSAM,test,ISIC_0013664,ISIC_0013664,image,0.8094851078811995,0,0,0,0.411,0.37890625
148,ISIC2018,MedSAM,test,ISIC_0013712,ISIC_0013712,image,0.8561925648857055,0,0,0,0.511875,0.39892578125
149,ISIC2018,MedSAM,test,ISIC_0013738,ISIC_0013738,image,0.756631025160158,0,1,0,0.844875,0.4765625
150,ISIC2018,MedSAM,test,ISIC_0013799,ISIC_0013799,image,0.9307830962525424,0,0,0,0.4525,0.39892578125
151,ISIC2018,MedSAM,test,ISIC_0013888,ISIC_0013888,image,0.8625353498094245,0,0,0,0.7475,0.4638671875
152,ISIC2018,MedSAM,test,ISIC_0013961,ISIC_0013961,image,0.6418616092088277,1,1,0,0.945,0.45947265625
153,ISIC2018,MedSAM,test,ISIC_0013970,ISIC_0013970,image,0.6732247338457762,1,1,0,0.60675,0.46142578125
154,ISIC2018,MedSAM,test,ISIC_0013975,ISIC_0013975,image,0.8670473524842476,0,0,0,0.5483333333333333,0.39208984375
155,ISIC2018,MedSAM,test,ISIC_0013998,ISIC_0013998,image,0.676687199283812,1,1,0,0.6735,0.41748046875
156,ISIC2018,MedSAM,test,ISIC_0014076,ISIC_0014076,image,0.9516333304810276,0,0,0,0.665,0.41748046875
157,ISIC2018,MedSAM,test,ISIC_0014133,ISIC_0014133,image,0.9416578061892064,0,0,0,0.5723333333333334,0.40380859375
158,ISIC2018,MedSAM,test,ISIC_0014160,ISIC_0014160,image,0.8818585034418492,0,0,0,0.4924999999999999,0.396484375
159,ISIC2018,MedSAM,test,ISIC_0014470,ISIC_0014470,image,0.9487956677253,0,0,0,0.7125,0.42236328125
160,ISIC2018,MedSAM,test,ISIC_0014476,ISIC_0014476,image,0.8839932915858273,0,0,0,0.6366666666666666,0.4208984375
161,ISIC2018,MedSAM,test,ISIC_0014526,ISIC_0014526,image,0.7597515183064409,0,1,0,0.6675,0.419921875
162,ISIC2018,MedSAM,test,ISIC_0014610,ISIC_0014610,image,0.8968105065666072,0,0,0,0.4361875,0.40576171875
163,ISIC2018,MedSAM,test,ISIC_0014903,ISIC_0014903,image,0.8481655611505142,0,0,0,0.7883333333333333,0.45703125
164,ISIC2018,MedSAM,test,ISIC_0015127,ISIC_0015127,image,0.731654445473226,0,1,0,0.9045,0.47412109375
165,ISIC2018,MedSAM,test,ISIC_0015216,ISIC_0015216,image,0.8626358694066907,0,0,0,0.3993124999999999,0.357421875
166,ISIC2018,MedSAM,test,ISIC_0015563,ISIC_0015563,image,0.8781795439594553,0,0,0,0.6058333333333333,0.42333984375
167,ISIC2018,MedSAM,test,ISIC_0015964,ISIC_0015964,image,0.7562522743651486,0,1,0,0.523,0.40478515625
168,ISIC2018,MedSAM,test,ISIC_0015996,ISIC_0015996,image,0.9531262890702203,0,0,0,0.6333333333333333,0.43603515625
169,ISIC2018,MedSAM,test,ISIC_0016029,ISIC_0016029,image,0.7735884381135144,0,1,0,0.57,0.3857421875
170,ISIC2018,MedSAM,test,ISIC_0012650,ISIC_0012650,image,0.8100474845568059,0,0,0,0.911375,0.4658203125
171,ISIC2018,MedSAM,test,ISIC_0014997,ISIC_0014997,image,0.9378938364292536,0,0,0,0.3801041666666667,0.38916015625
172,ISIC2018,MedSAM,test,ISIC_0017385,ISIC_0017385,image,0.9003233715930847,0,0,0,0.635,0.4169921875
173,ISIC2018,MedSAM,test,ISIC_0017389,ISIC_0017389,image,0.9198697975851,0,0,0,0.828125,0.43359375
174,ISIC2018,MedSAM,test,ISIC_0017444,ISIC_0017444,image,0.8752986683889774,0,0,0,0.662375,0.404296875
175,ISIC2018,MedSAM,test,ISIC_0017891,ISIC_0017891,image,0.9173732646284792,0,0,0,0.54,0.39794921875
176,ISIC2018,MedSAM,test,ISIC_0017987,ISIC_0017987,image,0.8679714943740988,0,0,0,0.911875,0.44189453125
177,ISIC2018,MedSAM,test,ISIC_0018297,ISIC_0018297,image,0.9051698923503888,0,0,0,0.9255,0.44189453125
178,ISIC2018,MedSAM,test,ISIC_0018424,ISIC_0018424,image,0.9410531034980628,0,0,0,0.875625,0.4560546875
179,ISIC2018,MedSAM,test,ISIC_0018734,ISIC_0018734,image,0.9267776470651472,0,0,0,0.403,0.3857421875
180,ISIC2018,MedSAM,test,ISIC_0019114,ISIC_0019114,image,0.9480464263277164,0,0,0,0.423125,0.392578125
181,ISIC2018,MedSAM,test,ISIC_0019528,ISIC_0019528,image,0.8916825396825593,0,0,0,0.47125,0.40185546875
182,ISIC2018,MedSAM,test,ISIC_0020454,ISIC_0020454,image,0.936104431466853,0,0,0,0.3445833333333333,0.3720703125
183,ISIC2018,MedSAM,test,ISIC_0020683,ISIC_0020683,image,0.9007543403426173,0,0,0,0.4826875,0.39208984375
184,ISIC2018,MedSAM,test,ISIC_0021115,ISIC_0021115,image,0.926590477084459,0,0,0,0.3105625,0.38037109375
185,ISIC2018,MedSAM,test,ISIC_0021225,ISIC_0021225,image,0.8842238220141371,0,0,0,0.6447916666666667,0.41650390625
186,ISIC2018,MedSAM,test,ISIC_0021734,ISIC_0021734,image,0.9394197548723964,0,0,0,0.7379166666666668,0.44287109375
187,ISIC2018,MedSAM,test,ISIC_0022274,ISIC_0022274,image,0.9114710955639678,0,0,0,0.7065625,0.42041015625
188,ISIC2018,MedSAM,test,ISIC_0022329,ISIC_0022329,image,0.9510142395727952,0,0,0,0.485,0.38525390625
189,ISIC2018,MedSAM,test,ISIC_0022436,ISIC_0022436,image,0.9003196909859924,0,0,0,0.3236666666666666,0.33935546875
190,ISIC2018,MedSAM,test,ISIC_0022736,ISIC_0022736,image,0.848831790364558,0,0,0,0.61,0.4052734375
191,ISIC2018,MedSAM,test,ISIC_0023158,ISIC_0023158,image,0.9004055562331341,0,0,0,0.6565000000000001,0.40185546875
192,ISIC2018,MedSAM,test,ISIC_0023543,ISIC_0023543,image,0.8834596809144426,0,0,0,0.3613333333333333,0.33740234375
193,ISIC2018,MedSAM,test,ISIC_0024130,ISIC_0024130,image,0.9318174131283,0,0,0,0.849,0.45166015625
194,ISIC2018,MedSAM,test,ISIC_0036087,ISIC_0036087,image,0.902808802401108,0,0,0,0.4586458333333333,0.38916015625
195,ISIC2018,MedSAM,test,ISIC_0036153,ISIC_0036153,image,0.8987911308814114,0,0,0,0.4475,0.3857421875
196,ISIC2018,MedSAM,test,ISIC_0036184,ISIC_0036184,image,0.9406387457862768,0,0,0,0.5953125,0.39892578125
197,ISIC2018,MedSAM,test,ISIC_0036289,ISIC_0036289,image,0.900290781867261,0,0,0,0.4615625,0.39111328125
198,ISIC2018,MedSAM,test,ISIC_0036347,ISIC_0036347,image,0.8485089515843537,0,0,0,0.4275,0.369140625
199,ISIC2018,MedSAM,test,ISIC_0019723,ISIC_0019723,image,0.9678346906700966,0,0,0,0.3135625000000001,0.3671875
