sample_idx,dataset,model,split,image_id,case_id,resampling_level,base_dice,failure70,failure80,severe50,sprc_cb_score,sam_confidence_risk
18,PROMISE12,SAM ViT-B,calib,Case21_slice006,Case21,case,0.7941702889291891,0,1,0,0.7362500000000001,0.05859375
19,PROMISE12,SAM ViT-B,calib,Case21_slice010,Case21,case,0.9601648351648808,0,0,0,0.2921875,0.03125
20,PROMISE12,SAM ViT-B,calib,Case23_slice001,Case23,case,0.9188121509331708,0,0,0,0.51,0.04052734375
21,PROMISE12,SAM ViT-B,calib,Case23_slice018,Case23,case,0.9441553564723222,0,0,0,0.54725,0.0439453125
22,PROMISE12,SAM ViT-B,calib,Case24_slice005,Case24,case,0.9315499606614356,0,0,0,0.4608333333333333,0.04541015625
23,PROMISE12,SAM ViT-B,calib,Case24_slice011,Case24,case,0.980124412077105,0,0,0,0.3785416666666666,0.0419921875
24,PROMISE12,SAM ViT-B,calib,Case25_slice001,Case25,case,0.8876684972546797,0,0,0,0.90125,0.09130859375
25,PROMISE12,SAM ViT-B,calib,Case25_slice002,Case25,case,0.9631972397930902,0,0,0,0.6933333333333334,0.05908203125
26,PROMISE12,SAM ViT-B,calib,Case25_slice007,Case25,case,0.9518839103870266,0,0,0,0.4016875,0.029296875
27,PROMISE12,SAM ViT-B,calib,Case25_slice010,Case25,case,0.960000000000053,0,0,0,0.39625,0.029296875
28,PROMISE12,SAM ViT-B,calib,Case25_slice011,Case25,case,0.9526881720430744,0,0,0,0.318,0.0224609375
29,PROMISE12,SAM ViT-B,calib,Case26_slice018,Case26,case,0.8695423461337283,0,0,0,0.7,0.05126953125
30,PROMISE12,SAM ViT-B,calib,Case27_slice011,Case27,case,0.9711873944851036,0,0,0,0.3065,0.02734375
31,PROMISE12,SAM ViT-B,calib,Case27_slice012,Case27,case,0.965280558256612,0,0,0,0.4372916666666666,0.033203125
32,PROMISE12,SAM ViT-B,calib,Case28_slice005,Case28,case,0.9176893145767204,0,0,0,0.861875,0.0927734375
33,PROMISE12,SAM ViT-B,calib,Case29_slice011,Case29,case,0.8707660020986902,0,0,0,0.70375,0.05419921875
34,PROMISE12,SAM ViT-B,calib,Case29_slice013,Case29,case,0.9536769371783284,0,0,0,0.5254166666666666,0.0439453125
35,PROMISE12,SAM ViT-B,calib,Case31_slice005,Case31,case,0.8970327461876142,0,0,0,0.8768750000000001,0.07275390625
36,PROMISE12,SAM ViT-B,calib,Case31_slice006,Case31,case,0.9493692465053278,0,0,0,0.8165,0.0771484375
37,PROMISE12,SAM ViT-B,calib,Case31_slice012,Case31,case,0.978935997839599,0,0,0,0.3358333333333333,0.0234375
38,PROMISE12,SAM ViT-B,calib,Case31_slice013,Case31,case,0.9545976724439564,0,0,0,0.372,0.025390625
39,PROMISE12,SAM ViT-B,calib,Case31_slice014,Case31,case,0.9529750982962238,0,0,0,0.4558333333333333,0.02978515625
40,PROMISE12,SAM ViT-B,calib,Case34_slice006,Case34,case,0.9159067882476398,0,0,0,0.5166666666666667,0.0419921875
41,PROMISE12,SAM ViT-B,calib,Case34_slice007,Case34,case,0.8608521970710358,0,0,0,0.8064583333333333,0.06103515625
42,PROMISE12,SAM ViT-B,calib,Case34_slice008,Case34,case,0.881774429797276,0,0,0,0.7108333333333333,0.06103515625
43,PROMISE12,SAM ViT-B,calib,Case34_slice012,Case34,case,0.9588850174216386,0,0,0,0.2366666666666666,0.0185546875
44,PROMISE12,SAM ViT-B,calib,Case34_slice013,Case34,case,0.958762886597973,0,0,0,0.2355,0.02197265625
45,PROMISE12,SAM ViT-B,calib,Case37_slice008,Case37,case,0.8469817501173444,0,0,0,0.93625,0.0859375
46,PROMISE12,SAM ViT-B,calib,Case38_slice011,Case38,case,0.954356846473072,0,0,0,0.45075,0.03662109375
47,PROMISE12,SAM ViT-B,calib,Case39_slice010,Case39,case,0.9714531631043302,0,0,0,0.310875,0.02880859375
48,PROMISE12,SAM ViT-B,calib,Case40_slice003,Case40,case,0.8667601683038797,0,0,0,0.6651666666666667,0.07763671875
49,PROMISE12,SAM ViT-B,calib,Case40_slice010,Case40,case,0.9316106804480077,0,0,0,0.5503333333333333,0.05126953125
50,PROMISE12,SAM ViT-B,calib,Case45_slice007,Case45,case,0.8472828242766867,0,0,0,0.8254999999999999,0.076171875
51,PROMISE12,SAM ViT-B,calib,Case45_slice011,Case45,case,0.935103876633251,0,0,0,0.5014375,0.0478515625
52,PROMISE12,SAM ViT-B,calib,Case45_slice014,Case45,case,0.8625350675851504,0,0,0,0.4668333333333334,0.04296875
53,PROMISE12,SAM ViT-B,calib,Case46_slice008,Case46,case,0.8774350649353136,0,0,0,0.6523125,0.060546875
54,PROMISE12,SAM ViT-B,calib,Case46_slice014,Case46,case,0.9296162450526078,0,0,0,0.4535,0.04052734375
55,PROMISE12,SAM ViT-B,calib,Case47_slice015,Case47,case,0.893186551621859,0,0,0,0.734375,0.05810546875
56,PROMISE12,SAM ViT-B,calib,Case49_slice005,Case49,case,0.7658110611279021,0,1,0,0.809125,0.095703125
57,PROMISE12,SAM ViT-B,calib,Case49_slice008,Case49,case,0.9413934426230708,0,0,0,0.6311458333333333,0.05810546875
58,PROMISE12,SAM ViT-B,calib,Case49_slice013,Case49,case,0.9437970202095534,0,0,0,0.417,0.04052734375
59,PROMISE12,SAM ViT-B,calib,Case04_slice006,Case04,case,0.938042848870964,0,0,0,0.439,0.0390625
60,PROMISE12,SAM ViT-B,calib,Case04_slice009,Case04,case,0.9307626757563584,0,0,0,0.5747916666666666,0.0439453125
61,PROMISE12,SAM ViT-B,calib,Case04_slice013,Case04,case,0.9316162266581692,0,0,0,0.645,0.0546875
62,PROMISE12,SAM ViT-B,calib,Case04_slice015,Case04,case,0.9473195637039978,0,0,0,0.4883333333333333,0.04150390625
63,PROMISE12,SAM ViT-B,calib,Case05_slice003,Case05,case,0.9425742574258849,0,0,0,0.5166666666666667,0.048828125
64,PROMISE12,SAM ViT-B,calib,Case05_slice016,Case05,case,0.8575525812620864,0,0,0,0.8503125,0.06591796875
65,PROMISE12,SAM ViT-B,calib,Case07_slice011,Case07,case,0.9311271627751292,0,0,0,0.4641666666666666,0.052734375
66,PROMISE12,SAM ViT-B,calib,Case07_slice016,Case07,case,0.9156071678847154,0,0,0,0.333625,0.03515625
67,PROMISE12,SAM ViT-B,calib,Case09_slice009,Case09,case,0.9169797817141556,0,0,0,0.689,0.0634765625
68,PROMISE12,SAM ViT-B,calib,Case17_slice015,Case17,case,0.940801504780845,0,0,0,0.8065625,0.0595703125
69,PROMISE12,SAM ViT-B,calib,Case17_slice017,Case17,case,0.9100616016428336,0,0,0,0.835,0.0673828125
70,PROMISE12,SAM ViT-B,calib,Case18_slice004,Case18,case,0.8139534883725011,0,0,0,0.8987499999999999,0.083984375
71,PROMISE12,SAM ViT-B,calib,Case18_slice005,Case18,case,0.8797876374669703,0,0,0,0.9796875,0.1484375
72,PROMISE12,SAM ViT-B,calib,Case18_slice008,Case18,case,0.9527080581241992,0,0,0,0.44625,0.0341796875
73,PROMISE12,SAM ViT-B,calib,Case18_slice009,Case18,case,0.9589676940215563,0,0,0,0.3058333333333333,0.0205078125
74,PROMISE12,SAM ViT-B,calib,Case18_slice012,Case18,case,0.923484447135426,0,0,0,0.4835,0.04345703125
75,PROMISE12,SAM ViT-B,calib,Case18_slice017,Case18,case,0.8288734720848548,0,0,0,0.8565625,0.08349609375
76,PROMISE12,SAM ViT-B,calib,Case20_slice013,Case20,case,0.8933749111002279,0,0,0,0.6616666666666666,0.052734375
77,PROMISE12,SAM ViT-B,calib,Case20_slice014,Case20,case,0.9126730564430826,0,0,0,0.7966666666666666,0.05615234375
78,PROMISE12,SAM ViT-B,calib,Case21_slice008,Case21,case,0.9543968704785626,0,0,0,0.2883333333333333,0.0244140625
79,PROMISE12,SAM ViT-B,calib,Case23_slice011,Case23,case,0.9450029568303864,0,0,0,0.4203333333333333,0.0439453125
80,PROMISE12,SAM ViT-B,calib,Case24_slice013,Case24,case,0.9588485708494652,0,0,0,0.194,0.02197265625
81,PROMISE12,SAM ViT-B,calib,Case24_slice014,Case24,case,0.9413988657846222,0,0,0,0.2156666666666666,0.025390625
82,PROMISE12,SAM ViT-B,calib,Case25_slice008,Case25,case,0.8932158862619484,0,0,0,0.5684375,0.046875
83,PROMISE12,SAM ViT-B,calib,Case25_slice009,Case25,case,0.8772495299491307,0,0,0,0.6291666666666667,0.05322265625
84,PROMISE12,SAM ViT-B,calib,Case26_slice006,Case26,case,0.8345642540626493,0,0,0,0.83725,0.07373046875
85,PROMISE12,SAM ViT-B,calib,Case26_slice011,Case26,case,0.9688731820035764,0,0,0,0.2670833333333333,0.01953125
86,PROMISE12,SAM ViT-B,calib,Case04_slice012,Case04,case,0.9296712442781322,0,0,0,0.4644999999999999,0.04296875
87,PROMISE12,SAM ViT-B,calib,Case04_slice013,Case04,case,0.9525125194267786,0,0,0,0.5108125,0.05517578125
88,PROMISE12,SAM ViT-B,calib,Case05_slice018,Case05,case,0.9369024856598972,0,0,0,0.766125,0.0908203125
89,PROMISE12,SAM ViT-B,calib,Case07_slice006,Case07,case,0.8641509433968672,0,0,0,0.6153125,0.05078125
90,PROMISE12,SAM ViT-B,calib,Case07_slice014,Case07,case,0.9335877862597954,0,0,0,0.77625,0.06591796875
91,PROMISE12,SAM ViT-B,calib,Case07_slice015,Case07,case,0.8726968174209686,0,0,0,0.7749999999999999,0.0673828125
92,PROMISE12,SAM ViT-B,calib,Case07_slice016,Case07,case,0.8072445019429852,0,0,0,0.6095,0.06494140625
93,PROMISE12,SAM ViT-B,calib,Case09_slice006,Case09,case,0.8659793814444504,0,0,0,0.858125,0.08984375
94,PROMISE12,SAM ViT-B,calib,Case09_slice013,Case09,case,0.9528148389196992,0,0,0,0.38275,0.04150390625
95,PROMISE12,SAM ViT-B,calib,Case17_slice006,Case17,case,0.9570626003210704,0,0,0,0.3455,0.0263671875
96,PROMISE12,SAM ViT-B,calib,Case17_slice007,Case17,case,0.9472005669738244,0,0,0,0.2489999999999999,0.02099609375
97,PROMISE12,SAM ViT-B,calib,Case17_slice016,Case17,case,0.8728242120121172,0,0,0,0.65625,0.05029296875
98,PROMISE12,SAM ViT-B,calib,Case17_slice017,Case17,case,0.928207503474163,0,0,0,0.6133333333333333,0.0546875
99,PROMISE12,SAM ViT-B,calib,Case18_slice016,Case18,case,0.914545454545843,0,0,0,0.844375,0.1005859375
100,PROMISE12,SAM ViT-B,test,Case00_slice019,Case00,case,0.959517993812096,0,0,0,0.366,0.02783203125
101,PROMISE12,SAM ViT-B,test,Case00_slice028,Case00,case,0.9148739301411384,0,0,0,0.48,0.0380859375
102,PROMISE12,SAM ViT-B,test,Case00_slice030,Case00,case,0.8723663264351192,0,0,0,0.8015625,0.08349609375
103,PROMISE12,SAM ViT-B,test,Case01_slice011,Case01,case,0.9385861312637344,0,0,0,0.3778125,0.0283203125
104,PROMISE12,SAM ViT-B,test,Case01_slice018,Case01,case,0.9424181696727172,0,0,0,0.594,0.04931640625
105,PROMISE12,SAM ViT-B,test,Case02_slice026,Case02,case,0.9716032499396784,0,0,0,0.4669999999999999,0.03564453125
106,PROMISE12,SAM ViT-B,test,Case03_slice008,Case03,case,0.9139987445072962,0,0,0,0.906875,0.10400390625
107,PROMISE12,SAM ViT-B,test,Case03_slice021,Case03,case,0.906402285330249,0,0,0,0.3538333333333333,0.0302734375
108,PROMISE12,SAM ViT-B,test,Case06_slice013,Case06,case,0.9554969560829653,0,0,0,0.5099375,0.05322265625
109,PROMISE12,SAM ViT-B,test,Case06_slice014,Case06,case,0.929238607415814,0,0,0,0.5696875,0.05126953125
110,PROMISE12,SAM ViT-B,test,Case06_slice021,Case06,case,0.8757744071779755,0,0,0,0.596875,0.044921875
111,PROMISE12,SAM ViT-B,test,Case06_slice025,Case06,case,0.9207113008556738,0,0,0,0.7453125,0.052734375
112,PROMISE12,SAM ViT-B,test,Case08_slice007,Case08,case,0.7652631578953546,0,1,0,0.838125,0.10009765625
113,PROMISE12,SAM ViT-B,test,Case08_slice010,Case08,case,0.9168756385252004,0,0,0,0.6968333333333334,0.0693359375
114,PROMISE12,SAM ViT-B,test,Case08_slice011,Case08,case,0.9224508599509196,0,0,0,0.752,0.07421875
115,PROMISE12,SAM ViT-B,test,Case08_slice019,Case08,case,0.9202628307583496,0,0,0,0.35875,0.03955078125
116,PROMISE12,SAM ViT-B,test,Case10_slice006,Case10,case,0.785402618008897,0,1,0,0.8315625,0.07373046875
117,PROMISE12,SAM ViT-B,test,Case10_slice016,Case10,case,0.9410229455903356,0,0,0,0.7990625,0.0654296875
118,PROMISE12,SAM ViT-B,test,Case11_slice017,Case11,case,0.96290068313191,0,0,0,0.4095624999999999,0.03271484375
119,PROMISE12,SAM ViT-B,test,Case12_slice006,Case12,case,0.862318840579871,0,0,0,0.6855,0.07568359375
120,PROMISE12,SAM ViT-B,test,Case12_slice025,Case12,case,0.916562889165802,0,0,0,0.6508333333333334,0.05810546875
121,PROMISE12,SAM ViT-B,test,Case13_slice001,Case13,case,0.8732694355700925,0,0,0,0.6859375000000001,0.056640625
122,PROMISE12,SAM ViT-B,test,Case13_slice003,Case13,case,0.8977251710747222,0,0,0,0.59675,0.05615234375
123,PROMISE12,SAM ViT-B,test,Case13_slice006,Case13,case,0.94694724362782,0,0,0,0.3958333333333333,0.03369140625
124,PROMISE12,SAM ViT-B,test,Case14_slice006,Case14,case,0.9429924574637027,0,0,0,0.5387500000000001,0.05224609375
125,PROMISE12,SAM ViT-B,test,Case14_slice009,Case14,case,0.9742984288439068,0,0,0,0.6983333333333333,0.0703125
126,PROMISE12,SAM ViT-B,test,Case14_slice011,Case14,case,0.9482163406214498,0,0,0,0.4933333333333333,0.04443359375
127,PROMISE12,SAM ViT-B,test,Case15_slice008,Case15,case,0.9069995105239672,0,0,0,0.246,0.0234375
128,PROMISE12,SAM ViT-B,test,Case15_slice009,Case15,case,0.9538617542674432,0,0,0,0.3944999999999999,0.04345703125
129,PROMISE12,SAM ViT-B,test,Case15_slice011,Case15,case,0.9729858952904936,0,0,0,0.2891666666666666,0.02490234375
130,PROMISE12,SAM ViT-B,test,Case16_slice012,Case16,case,0.951465527471281,0,0,0,0.7054166666666667,0.06103515625
131,PROMISE12,SAM ViT-B,test,Case16_slice013,Case16,case,0.9400331832188432,0,0,0,0.6426666666666667,0.0556640625
132,PROMISE12,SAM ViT-B,test,Case19_slice008,Case19,case,0.9249350252256154,0,0,0,0.631,0.05126953125
133,PROMISE12,SAM ViT-B,test,Case19_slice011,Case19,case,0.947195137394014,0,0,0,0.5411666666666667,0.0458984375
134,PROMISE12,SAM ViT-B,test,Case19_slice015,Case19,case,0.8738898756664479,0,0,0,0.735,0.060546875
135,PROMISE12,SAM ViT-B,test,Case22_slice002,Case22,case,0.9574912891989024,0,0,0,0.4658333333333333,0.05126953125
136,PROMISE12,SAM ViT-B,test,Case22_slice010,Case22,case,0.8799347138632256,0,0,0,0.4527083333333332,0.03271484375
137,PROMISE12,SAM ViT-B,test,Case30_slice015,Case30,case,0.8966681563136717,0,0,0,0.315,0.02587890625
138,PROMISE12,SAM ViT-B,test,Case33_slice008,Case33,case,0.9098725947675196,0,0,0,0.8158333333333333,0.0693359375
139,PROMISE12,SAM ViT-B,test,Case35_slice008,Case35,case,0.9273552780932822,0,0,0,0.4824374999999999,0.0478515625
140,PROMISE12,SAM ViT-B,test,Case36_slice014,Case36,case,0.727855344472627,0,1,0,0.806875,0.0625
141,PROMISE12,SAM ViT-B,test,Case41_slice009,Case41,case,0.861927800521541,0,0,0,0.6701666666666666,0.056640625
142,PROMISE12,SAM ViT-B,test,Case42_slice005,Case42,case,0.93597835888202,0,0,0,0.6328333333333334,0.07080078125
143,PROMISE12,SAM ViT-B,test,Case42_slice015,Case42,case,0.9682832380601436,0,0,0,0.35,0.0322265625
144,PROMISE12,SAM ViT-B,test,Case42_slice016,Case42,case,0.965175250760774,0,0,0,0.395,0.03271484375
145,PROMISE12,SAM ViT-B,test,Case42_slice022,Case42,case,0.9365801445011064,0,0,0,0.3225,0.03076171875
146,PROMISE12,SAM ViT-B,test,Case43_slice003,Case43,case,0.8876257105383139,0,0,0,0.90375,0.1201171875
147,PROMISE12,SAM ViT-B,test,Case48_slice007,Case48,case,0.8644278606973606,0,0,0,0.832375,0.09423828125
148,PROMISE12,SAM ViT-B,test,Case48_slice012,Case48,case,0.9632107023411932,0,0,0,0.3576666666666667,0.03662109375
149,PROMISE12,SAM ViT-B,test,Case00_slice007,Case00,case,0.9701362207474936,0,0,0,0.6321874999999999,0.0546875
150,PROMISE12,SAM ViT-B,test,Case00_slice012,Case00,case,0.9426109575679218,0,0,0,0.5116666666666666,0.04638671875
151,PROMISE12,SAM ViT-B,test,Case00_slice015,Case00,case,0.9382327209099944,0,0,0,0.7474999999999999,0.06298828125
152,PROMISE12,SAM ViT-B,test,Case00_slice016,Case00,case,0.860244233378941,0,0,0,0.4208333333333333,0.044921875
153,PROMISE12,SAM ViT-B,test,Case01_slice010,Case01,case,0.9568636261514752,0,0,0,0.2549999999999999,0.01904296875
154,PROMISE12,SAM ViT-B,test,Case01_slice012,Case01,case,0.922202486678646,0,0,0,0.610625,0.0498046875
155,PROMISE12,SAM ViT-B,test,Case01_slice013,Case01,case,0.9437881873728232,0,0,0,0.6233333333333333,0.04541015625
156,PROMISE12,SAM ViT-B,test,Case02_slice003,Case02,case,0.9045383411584328,0,0,0,0.5876666666666667,0.05419921875
157,PROMISE12,SAM ViT-B,test,Case02_slice009,Case02,case,0.8699179140513086,0,0,0,0.7015625,0.056640625
158,PROMISE12,SAM ViT-B,test,Case08_slice016,Case08,case,0.9464542596835492,0,0,0,0.4921666666666667,0.044921875
159,PROMISE12,SAM ViT-B,test,Case10_slice008,Case10,case,0.9334094911704824,0,0,0,0.3285,0.041015625
160,PROMISE12,SAM ViT-B,test,Case10_slice009,Case10,case,0.9487804878048988,0,0,0,0.4088333333333333,0.04248046875
161,PROMISE12,SAM ViT-B,test,Case10_slice018,Case10,case,0.9190463714959656,0,0,0,0.69875,0.0576171875
162,PROMISE12,SAM ViT-B,test,Case11_slice005,Case11,case,0.6365626368130362,1,1,0,0.8159375,0.07373046875
163,PROMISE12,SAM ViT-B,test,Case11_slice007,Case11,case,0.8856129128979633,0,0,0,0.5226041666666666,0.0439453125
164,PROMISE12,SAM ViT-B,test,Case11_slice012,Case11,case,0.9548575511852752,0,0,0,0.2561666666666666,0.02197265625
165,PROMISE12,SAM ViT-B,test,Case13_slice021,Case13,case,0.8599212087967586,0,0,0,0.91125,0.0908203125
166,PROMISE12,SAM ViT-B,test,Case13_slice022,Case13,case,0.9040576412591884,0,0,0,0.838,0.07080078125
167,PROMISE12,SAM ViT-B,test,Case14_slice013,Case14,case,0.8012198502912844,0,0,0,0.904375,0.1181640625
168,PROMISE12,SAM ViT-B,test,Case16_slice012,Case16,case,0.9236035475338812,0,0,0,0.5015625,0.0419921875
169,PROMISE12,SAM ViT-B,test,Case19_slice011,Case19,case,0.8931040926930045,0,0,0,0.4624999999999999,0.0283203125
170,PROMISE12,SAM ViT-B,test,Case19_slice019,Case19,case,0.8733637747338305,0,0,0,0.6491666666666667,0.0537109375
171,PROMISE12,SAM ViT-B,test,Case00_slice007,Case00,case,0.9683758059564986,0,0,0,0.3683333333333333,0.0380859375
172,PROMISE12,SAM ViT-B,test,Case01_slice012,Case01,case,0.9455970734256882,0,0,0,0.7106250000000001,0.05517578125
173,PROMISE12,SAM ViT-B,test,Case01_slice014,Case01,case,0.8731185395636384,0,0,0,0.843125,0.0693359375
174,PROMISE12,SAM ViT-B,test,Case03_slice009,Case03,case,0.943752105086077,0,0,0,0.6571874999999999,0.060546875
175,PROMISE12,SAM ViT-B,test,Case08_slice010,Case08,case,0.9715497043400964,0,0,0,0.28625,0.03173828125
176,PROMISE12,SAM ViT-B,test,Case10_slice007,Case10,case,0.8746486790332821,0,0,0,0.65625,0.05517578125
177,PROMISE12,SAM ViT-B,test,Case10_slice012,Case10,case,0.9244588425857976,0,0,0,0.6109375,0.05322265625
178,PROMISE12,SAM ViT-B,test,Case10_slice016,Case10,case,0.9316623414984216,0,0,0,0.4947916666666667,0.03125
179,PROMISE12,SAM ViT-B,test,Case10_slice031,Case10,case,0.9176639540450467,0,0,0,0.7375,0.06591796875
180,PROMISE12,SAM ViT-B,test,Case11_slice010,Case11,case,0.945765697747612,0,0,0,0.2681666666666666,0.03076171875
181,PROMISE12,SAM ViT-B,test,Case11_slice012,Case11,case,0.9580326116011986,0,0,0,0.289,0.0283203125
182,PROMISE12,SAM ViT-B,test,Case11_slice013,Case11,case,0.9615635179153288,0,0,0,0.3431666666666666,0.03076171875
183,PROMISE12,SAM ViT-B,test,Case11_slice017,Case11,case,0.9002910849080368,0,0,0,0.5858333333333333,0.05126953125
184,PROMISE12,SAM ViT-B,test,Case12_slice020,Case12,case,0.9460866212569252,0,0,0,0.4421875,0.0341796875
185,PROMISE12,SAM ViT-B,test,Case12_slice027,Case12,case,0.9368271954674444,0,0,0,0.5335624999999999,0.04736328125
186,PROMISE12,SAM ViT-B,test,Case12_slice030,Case12,case,0.90361904761917,0,0,0,0.7993750000000001,0.06640625
187,PROMISE12,SAM ViT-B,test,Case13_slice012,Case13,case,0.918929453033702,0,0,0,0.6648333333333334,0.0576171875
188,PROMISE12,SAM ViT-B,test,Case13_slice015,Case13,case,0.9267228557263626,0,0,0,0.377,0.0390625
189,PROMISE12,SAM ViT-B,test,Case13_slice017,Case13,case,0.9541116005873924,0,0,0,0.3409999999999999,0.03271484375
190,PROMISE12,SAM ViT-B,test,Case14_slice013,Case14,case,0.9230554586676236,0,0,0,0.4193333333333333,0.0419921875
191,PROMISE12,SAM ViT-B,test,Case14_slice016,Case14,case,0.9357976653696672,0,0,0,0.2525,0.02392578125
192,PROMISE12,SAM ViT-B,test,Case14_slice023,Case14,case,0.8248362762165784,0,0,0,0.7349375,0.06298828125
193,PROMISE12,SAM ViT-B,test,Case15_slice008,Case15,case,0.9281348788199618,0,0,0,0.6340625,0.05419921875
194,PROMISE12,SAM ViT-B,test,Case15_slice009,Case15,case,0.9348517836209432,0,0,0,0.3225,0.0283203125
195,PROMISE12,SAM ViT-B,test,Case15_slice014,Case15,case,0.9246797608882584,0,0,0,0.6316666666666667,0.05810546875
196,PROMISE12,SAM ViT-B,test,Case16_slice010,Case16,case,0.9495781832450956,0,0,0,0.489,0.0439453125
197,PROMISE12,SAM ViT-B,test,Case16_slice011,Case16,case,0.9424685138539622,0,0,0,0.6600625,0.06298828125
198,PROMISE12,SAM ViT-B,test,Case16_slice013,Case16,case,0.8791500664013299,0,0,0,0.5125,0.0439453125
199,PROMISE12,SAM ViT-B,test,Case19_slice001,Case19,case,0.8903225806458046,0,0,0,0.7155,0.0771484375
